motif,score,directors,liked_freq
man in,0.79,4,4
satisfying,0.79,4,4
the poor,0.789,2,2
no more,0.789,2,2
the car,0.789,2,2
narrator,0.789,3,2
humanity and,0.789,3,2
and say,0.789,2,2
hasn,0.789,2,2
qualities,0.789,2,2
his last,0.789,2,2
itself as,0.789,2,2
all just,0.789,2,2
was when,0.789,2,2
more or less,0.789,2,2
curse,0.789,2,2
for life,0.789,3,2
are going,0.789,2,2
seemed to,0.789,3,2
destruction,0.788,6,6
indian,0.788,5,5
seconds,0.788,8,6
does it,0.788,6,6
the dark,0.788,6,6
bill,0.788,5,6
in world,0.788,6,6
of love,0.787,12,12
to rewatch,0.784,3,3
he must,0.784,3,3
to pay,0.784,3,3
fail,0.784,3,3
fuck you,0.784,3,3
this that,0.784,3,3
instead of,0.784,17,15
pink,0.784,3,3
hear the,0.784,3,3
to sit,0.784,3,3
was the first,0.784,3,3
the result,0.784,4,3
web,0.784,3,3
healing,0.784,3,3
poster,0.783,6,6
but,0.783,139,175
compared,0.783,7,6
figure,0.782,11,11
about this film,0.782,5,4
determined,0.782,5,5
hug,0.782,4,4
sudden,0.782,6,5
fuckin,0.782,4,4
her and,0.782,5,5
thousand,0.782,5,4
credits,0.781,8,8
this the,0.78,11,9
when it,0.778,17,17
dignity,0.776,3,2
of the more,0.776,2,2
fingers,0.776,2,2
cinema in,0.776,3,2
overwhelmed,0.776,2,2
responsible for,0.776,3,2
as the film,0.776,2,2
the criterion,0.776,2,2
don't like,0.776,2,2
way for,0.776,3,2
that feeling,0.776,2,2
the world to,0.776,2,2
low budget,0.776,3,2
letters,0.776,3,2
critique of,0.776,2,2
it is also,0.776,2,2
was shot,0.776,2,2
planning,0.776,3,2
cathartic,0.776,2,2
focus on the,0.776,2,2
more or,0.776,2,2
that should,0.776,2,2
the horror,0.776,2,2
seem like,0.776,2,2
over his,0.776,2,2
saying that,0.776,2,2
then he,0.776,2,2
again in,0.776,2,2
thematic,0.775,3,3
wandering,0.775,3,3
to describe,0.775,5,4
thing about,0.775,5,4
bound,0.775,5,4
if only,0.775,4,3
was more,0.775,4,3
row,0.775,4,3
apparent,0.775,3,3
drama fantasy,0.775,3,3
for some,0.774,10,8
me of,0.774,9,8
to find,0.772,23,25
sit,0.77,7,9
soft,0.77,6,5
film in,0.768,11,11
not really,0.768,4,4
dramas,0.768,4,4
pair,0.768,6,4
passed,0.767,6,6
as his,0.767,7,6
and can,0.767,7,6
saying,0.767,21,18
the style,0.765,4,3
in to,0.765,3,3
steps,0.765,3,3
examination of,0.765,4,3
nonetheless,0.765,3,3
shouldn't,0.765,3,3
but one,0.765,3,3
stress,0.765,4,3
would you,0.765,4,3
in the end,0.764,5,5
the ultimate,0.764,5,5
on me,0.764,5,5
explains,0.763,2,2
living in the,0.763,2,2
lot about,0.763,2,2
of events,0.763,2,2
of times,0.763,2,2
force of,0.763,2,2
my all,0.763,2,2
film it's,0.763,2,2
the scene where,0.763,2,2
charged,0.763,2,2
doesn't have,0.763,3,2
appeared,0.763,2,2
alienation,0.763,2,2
have any,0.763,3,2
individual,0.763,7,9
out from,0.763,2,2
of different,0.763,2,2
joy and,0.763,2,2
twilight,0.763,2,2
anxious,0.763,2,2
near,0.763,14,14
possibilities,0.763,3,2
has just,0.763,2,2
psychological,0.762,7,6
sharp,0.762,6,6
with me,0.762,11,11
romance,0.762,36,43
to die,0.762,6,6
told me,0.76,4,4
aware of,0.76,4,4
hide,0.76,3,4
movie the,0.76,4,4
walked,0.76,4,4
there was,0.758,13,13
therapy,0.758,7,5
the narrative,0.758,10,8
boring,0.757,7,6
for what,0.757,6,6
film as,0.757,6,6
ambition,0.756,3,3
it looks,0.756,3,3
into it,0.756,3,3
dull,0.756,4,3
the internet,0.756,2,3
the journey,0.756,3,3
determined to,0.756,3,3
invested,0.756,3,3
i'm going,0.756,3,3
animation and,0.756,3,3
it shows,0.756,4,3
it is not,0.756,3,3
mood,0.753,8,9
the guy,0.753,6,6
out that,0.753,4,4
lover,0.753,7,7
into my,0.753,5,4
stories of,0.753,4,4
awkward,0.753,4,4
you ever,0.753,4,4
souls,0.753,4,4
believe in,0.753,4,4
2018,0.752,5,5
older,0.751,11,10
tool,0.75,2,2
ethereal,0.75,2,2
and that is,0.75,2,2
and found,0.75,2,2
broad,0.75,2,2
as someone who,0.75,2,2
blunt,0.75,2,2
population,0.75,2,2
exposed,0.75,2,2
different from,0.75,2,2
godfather,0.75,3,2
naive,0.75,3,2
is because,0.75,2,2
family animation,0.75,2,2
the side,0.75,3,2
an extremely,0.75,2,2
for most,0.75,2,2
infinite,0.75,2,2
it off,0.75,3,2
is all,0.749,7,7
in fact,0.749,7,7
in my opinion,0.747,5,3
our lives,0.747,3,3
miserable,0.747,3,3
is that it,0.747,3,3
stolen,0.747,3,3
it when,0.747,5,5
to watch the,0.747,2,3
that and,0.747,4,3
do you,0.747,15,15
to another,0.747,3,3
cinematography and,0.746,4,4
out and,0.745,8,7
when,0.745,112,135
finest,0.745,7,7
his,0.745,127,148
in my life,0.745,7,7
fear,0.744,16,13
cross,0.743,5,6
crafted,0.743,9,8
the sound,0.743,5,6
trying,0.742,32,30
romantic,0.742,13,13
but in,0.742,9,10
guy who,0.741,5,5
finds himself,0.741,5,5
survival,0.741,5,5
conclusion,0.741,5,5
than this,0.739,4,4
where it,0.739,3,4
has never,0.739,5,4
at that,0.739,5,4
and sometimes,0.738,3,3
importantly,0.738,3,3
communist,0.738,3,3
busy,0.738,3,3
buried,0.738,3,3
awareness,0.738,3,3
discussion,0.738,5,3
movie so,0.738,5,3
much love,0.738,3,3
andy,0.737,3,2
endure,0.737,2,2
in this case,0.737,2,2
other's,0.737,3,2
forcing,0.737,2,2
there with,0.737,2,2
the idea that,0.737,2,2
just watched,0.737,2,2
as though,0.737,3,2
don't know how,0.737,2,2
palestine,0.737,2,2
passes,0.737,2,2
typically,0.737,3,2
ever heard,0.737,2,2
the start of,0.737,2,2
maybe it,0.737,2,2
lake,0.737,2,2
thought that,0.737,2,2
hero,0.736,10,9
it as,0.736,11,10
vast,0.735,7,5
decides to,0.732,8,8
reminds me,0.732,4,4
discovers,0.732,8,7
down the,0.732,10,9
of both,0.732,5,4
couldn't,0.731,14,12
strangers,0.729,4,3
me like,0.729,4,3
doomed,0.729,3,3
it's been,0.729,3,3
live action,0.729,4,3
who can,0.729,3,3
factory,0.729,3,3
has the,0.729,9,9
even know,0.729,3,3
it has,0.729,15,16
performance in,0.729,3,3
alone in,0.729,3,3
how he,0.728,7,6
lots,0.728,7,7
if this,0.728,7,7
everyday,0.726,9,9
red,0.726,13,13
it for the,0.725,2,2
my mother,0.725,2,2
groups,0.725,2,2
been so,0.725,2,2
whether it,0.725,3,2
scene with,0.725,2,2
because it's,0.725,5,4
the 20th century,0.725,2,2
assume,0.725,2,2
we have to,0.725,2,2
bit more,0.725,2,2
this drama,0.725,2,2
the feeling,0.725,5,4
sentiment,0.725,2,2
an attempt to,0.725,2,2
of someone,0.725,2,2
stranger,0.725,4,4
horrors of,0.725,2,2
painfully,0.725,2,2
handful of,0.725,3,2
today and,0.725,2,2
man the,0.725,2,2
gather,0.725,2,2
dynamics,0.725,4,4
than ever,0.725,2,2
endearing,0.725,2,2
inhabitants,0.725,2,2
efforts,0.725,4,4
lay,0.725,3,2
things in,0.725,3,2
wisdom,0.725,2,2
mexican,0.725,2,2
waste,0.725,2,2
its characters,0.725,2,2
pursuit of,0.725,2,2
robot,0.725,2,2
spanning,0.725,2,2
but then,0.724,8,7
understand,0.724,23,25
wind,0.723,7,6
awe,0.723,7,6
epic,0.722,14,15
body,0.721,21,20
cause,0.721,13,12
steal,0.72,3,3
closing,0.72,3,3
hasn't,0.72,4,3
movie for,0.72,3,3
everyone else,0.72,4,3
second half,0.72,3,3
superior,0.72,5,3
carefully,0.72,4,3
trash,0.72,3,3
fallen,0.72,3,3
like he,0.72,3,3
incident,0.72,4,3
picked,0.72,3,3
thin,0.72,4,3
hate,0.719,19,17
breaks,0.719,6,6
that's the,0.718,4,4
someone,0.718,39,39
inevitable,0.718,5,4
make this,0.718,5,5
imagine,0.717,23,20
wasn't,0.715,16,14
being the,0.715,7,7
decides,0.713,9,9
northern,0.712,2,2
hope to,0.712,2,2
fundamental,0.712,2,2
you look,0.712,2,2
seen so,0.712,3,2
through and,0.712,2,2
in ways,0.712,2,2
cases,0.712,3,2
some of his,0.712,2,2
love him,0.712,3,2
knows how,0.712,2,2
to shoot,0.712,2,2
to accept,0.712,2,2
chair,0.712,2,2
be happy,0.712,2,2
how many times,0.712,2,2
of his films,0.712,3,2
mistakes,0.712,2,2
big screen,0.712,7,5
his daughter,0.712,2,2
defining,0.712,3,2
both in,0.712,2,2
walks,0.711,4,4
is and,0.711,5,4
charlie,0.711,3,3
we will,0.711,3,3
disney,0.711,5,4
skills,0.711,3,3
awful,0.711,4,4
below,0.711,4,4
that for,0.711,3,3
isolated,0.711,3,3
no matter how,0.711,4,4
supposed to be,0.711,3,3
controversial,0.711,4,3
story with,0.711,3,3
radio,0.711,4,4
the movie is,0.711,3,3
opposite,0.711,5,4
taking,0.71,21,19
but it,0.71,38,37
say this,0.707,5,5
it could,0.707,5,5
animal,0.707,6,5
in your,0.707,12,10
what the,0.706,14,15
hand,0.706,20,18
my first,0.706,10,9
telling,0.706,15,12
all that,0.706,8,8
trip,0.706,10,9
i'll,0.705,17,16
certain,0.705,16,14
noir,0.704,8,6
is real,0.704,5,4
movie with,0.704,4,4
goes to,0.704,8,6
the universe,0.704,4,4
very much,0.703,8,7
when was,0.703,10,9
that this is,0.703,8,8
deals with,0.702,3,3
decent,0.702,3,3
ghosts,0.702,3,3
idea that,0.702,3,3
swear,0.702,4,3
being in,0.702,3,3
hello,0.702,3,3
scene is,0.702,3,3
heaven,0.701,5,5
except,0.701,11,10
it's the,0.701,10,10
lets,0.701,5,5
receives,0.7,2,2
up his,0.7,2,2
prize,0.7,2,2
start of,0.7,2,2
zone,0.7,2,2
repeatedly,0.7,3,2
lawyer,0.7,2,2
accomplished,0.7,3,2
engrossing,0.7,2,2
and ends,0.7,2,2
every other,0.7,2,2
sword,0.7,2,2
you into,0.7,2,2
eerie,0.7,3,2
segments,0.7,3,2
between them,0.7,2,2
ode to,0.7,2,2
this when,0.7,3,2
makes the,0.7,6,6
be better,0.7,3,2
his girlfriend,0.7,2,2
shout out,0.7,2,2
people in the,0.7,3,2
speechless,0.7,2,2
the devil,0.7,2,2
an end,0.7,3,2
visuals and,0.7,2,2
description,0.7,3,2
aren't,0.699,8,7
ahead,0.699,8,8
attempt,0.699,12,11
eye,0.699,16,15
cycle,0.698,4,4
of things,0.698,4,4
completely,0.698,25,25
worthy,0.698,5,4
trying to,0.698,29,26
won't,0.697,8,9
there's,0.697,41,37
outside of,0.696,5,5
enough to,0.696,14,13
novel,0.696,10,8
it the,0.696,18,18
jack,0.696,5,5
begins to,0.695,6,6
treated,0.694,4,3
depicted,0.694,3,3
gorgeous,0.694,14,14
dead,0.694,22,22
good at,0.694,3,3
affecting,0.694,3,3
spending,0.694,3,3
on what,0.694,3,3
flesh,0.694,3,3
of many,0.694,3,3
that's,0.694,40,39
we can,0.693,10,9
seemingly,0.692,9,8
serious,0.692,10,8
late,0.692,22,21
meet,0.692,14,14
go back,0.691,4,4
hospital,0.691,4,4
cold,0.691,13,12
but there,0.69,6,6
drama this,0.689,9,8
discover,0.689,9,8
heavy,0.689,12,11
in it,0.689,12,11
reminder that,0.688,2,2
but love,0.688,3,2
yellow,0.688,2,2
is able to,0.688,2,2
is able,0.688,2,2
don want,0.688,2,2
fuck the,0.688,3,2
about life,0.688,2,2
the rich,0.688,2,2
he really,0.688,2,2
respect for,0.688,2,2
devoted,0.688,2,2
are like,0.688,2,2
stealing,0.688,2,2
and there's,0.688,2,2
hip,0.688,2,2
everyday life,0.688,2,2
why he,0.688,2,2
up being,0.688,2,2
it didn't,0.688,2,2
train,0.687,8,7
endless,0.686,8,6
to new,0.685,3,3
wise,0.685,3,3
but here,0.685,4,3
aesthetic,0.685,10,8
that i'm,0.685,3,3
quickly,0.685,7,8
scorsese,0.685,4,3
21st,0.685,3,3
represents,0.685,3,3
manage,0.685,3,3
let the,0.685,4,3
ladies,0.685,4,3
left me,0.685,4,3
and death,0.684,4,4
madness,0.684,4,4
is the most,0.683,8,7
should be,0.683,15,17
secret,0.681,11,10
do not,0.681,12,10
expecting,0.681,6,6
religious,0.681,6,6
type of,0.681,6,6
much more,0.68,14,13
what to,0.679,5,5
read,0.679,17,17
seek,0.678,4,4
this film was,0.678,5,4
head,0.677,25,23
an extraordinary,0.676,3,2
the relationship,0.676,2,3
according to,0.676,3,3
min,0.676,2,2
afterwards,0.676,2,2
the first film,0.676,3,2
effortlessly,0.676,3,2
in any,0.676,6,6
everything to,0.676,2,2
together the,0.676,3,2
excited to,0.676,3,3
case of,0.676,2,2
recall,0.676,3,2
comedian,0.676,2,3
empathetic,0.676,2,2
supernatural,0.676,2,2
hell of,0.676,2,2
this all,0.676,2,2
just that,0.676,3,2
top notch,0.676,2,2
the land,0.676,3,3
was too,0.676,2,2
in peace,0.676,2,2
had never,0.676,3,2
paid,0.676,4,3
lingering,0.676,2,2
don't want to,0.676,2,2
the simple,0.676,2,2
modern day,0.676,2,2
when your,0.676,2,2
even the,0.675,9,9
is film,0.675,8,7
totally,0.674,13,12
ride,0.674,8,8
reasons,0.674,7,8
when you,0.673,20,18
surely,0.671,5,4
to understand,0.671,8,7
can believe,0.671,4,4
paper,0.671,4,4
is how,0.671,9,8
this masterpiece,0.671,5,4
lifetime,0.668,5,5
notice,0.668,3,3
philosophy,0.668,3,3
scenes of,0.668,3,3
ever watched,0.668,3,3
the better,0.668,4,3
avant garde,0.668,3,3
nature and,0.668,3,3
in the future,0.668,3,3
fit,0.667,6,6
boy,0.667,28,25
needs to,0.667,8,7
film's,0.667,11,10
seeking,0.664,5,4
reflecting,0.664,2,2
war is,0.664,2,2
as usual,0.664,2,2
the master,0.664,2,2
if it's,0.664,2,2
by my,0.664,2,2
get me,0.664,3,2
bless,0.664,2,2
los angeles,0.664,5,4
jazz,0.664,5,4
as in,0.664,2,2
time for,0.664,4,4
looks,0.664,24,23
production design,0.664,2,2
call me,0.664,2,2
cartoons,0.664,2,2
have had,0.664,3,2
man that,0.664,2,2
times in,0.664,2,2
great movie,0.664,2,2
of it all,0.664,2,2
existential,0.663,6,6
at all,0.663,15,13
seen the,0.663,7,6
contains,0.663,5,5
of some,0.663,5,5
golden,0.663,7,5
comedic,0.663,5,5
doesn't,0.663,33,30
showed,0.663,6,6
and she,0.663,5,6
does not,0.662,10,9
series of,0.661,13,13
gave,0.661,15,14
falling,0.661,11,8
left to,0.66,3,3
universe,0.66,11,11
according,0.66,3,3
given the,0.66,4,3
station,0.66,3,3
and maybe,0.66,3,3
ago and,0.66,3,3
the lives,0.659,7,7
be my,0.658,5,5
took me,0.658,5,4
deeper,0.658,8,6
because this,0.658,6,4
how many,0.658,6,6
burn,0.658,4,4
what makes,0.658,5,5
the acting,0.658,4,4
yeah,0.657,18,16
scene,0.656,40,40
international,0.655,7,7
race,0.654,7,6
for his,0.654,17,15
going on,0.654,9,8
me so,0.654,6,6
came,0.654,25,24
speak,0.653,10,10
this beautiful,0.652,2,2
about my,0.652,3,2
because she,0.652,2,2
talk to,0.652,2,2
block,0.652,2,2
netflix,0.652,6,5
figures,0.652,5,5
the poster,0.652,2,2
dreaming,0.652,2,2
appears to,0.652,2,2
all this,0.652,6,5
supposed to,0.652,6,7
inthe,0.652,2,2
land of,0.652,2,2
we love,0.652,3,2
at work,0.652,2,2
the streets,0.652,7,5
sits,0.652,2,2
much for,0.652,3,2
comedies,0.652,3,2
where we,0.652,2,2
when we,0.652,5,5
place and,0.652,2,2
could make,0.652,2,2
film like,0.652,2,2
the writing,0.652,2,2
job of,0.652,2,2
eric,0.652,3,2
away the,0.652,2,2
structured,0.652,2,2
contrast,0.651,4,4
longing,0.651,3,4
threat,0.651,3,3
the part,0.651,4,4
the earth,0.651,5,4
dare,0.651,3,3
trouble,0.651,4,4
carries,0.651,4,3
returning,0.651,4,3
immersive,0.651,4,3
watches,0.651,4,3
frank,0.651,5,4
with these,0.651,4,3
minor,0.651,3,3
he's,0.65,26,24
happen,0.65,11,11
death,0.65,35,36
massive,0.649,8,6
world is,0.649,6,6
fuck,0.649,35,33
painful,0.649,7,6
one day,0.648,10,11
prison,0.647,7,8
on earth,0.647,5,5
nothing to,0.645,4,4
word,0.645,16,14
satire,0.645,4,4
got me,0.645,4,4
movie of,0.645,4,4
family drama,0.645,4,4
got the,0.645,5,4
them the,0.645,5,4
not even,0.644,7,7
aftermath,0.643,3,3
is definitely,0.643,3,3
viewed,0.643,3,3
watch for,0.643,4,3
composed,0.643,3,3
don't want,0.643,3,3
it becomes,0.643,4,3
corrupt,0.643,4,3
it felt,0.642,5,5
that could,0.642,5,5
that may,0.641,3,2
experience that,0.641,2,2
of humor,0.641,2,2
kinds of,0.641,2,2
compare,0.641,2,2
as result,0.641,2,2
score,0.641,18,14
can think,0.641,2,2
restoration,0.641,2,2
possibility,0.641,2,2
manga,0.641,2,2
purpose,0.64,6,7
your,0.64,76,79
it again,0.64,6,6
of movie,0.639,4,4
we're,0.639,9,10
to believe,0.639,4,4
by her,0.639,4,4
eternal,0.639,4,4
whole thing,0.639,4,4
angeles,0.639,5,4
for you,0.637,8,8
mental,0.637,9,8
filmography,0.637,5,5
is still,0.636,12,10
of man,0.636,6,6
pay,0.636,8,7
mix,0.636,7,7
academy,0.636,7,6
of god,0.635,3,3
and people,0.635,3,3
what the fuck,0.635,3,3
as hell,0.635,3,3
defined,0.635,3,3
beauty and,0.635,2,3
struggle to,0.635,3,3
check,0.635,10,9
call,0.634,20,19
lives in,0.632,3,4
the beauty,0.632,4,4
simultaneously,0.632,7,6
the opening,0.632,7,7
past and,0.632,5,4
experience of,0.632,4,4
the woman,0.632,4,4
the idea,0.632,8,7
single,0.632,29,28
can say,0.632,5,5
to capture,0.632,6,4
of film,0.63,11,11
begins,0.63,14,15
herself,0.63,12,11
that have,0.63,7,8
not,0.63,126,141
handful,0.629,3,2
should ve,0.629,2,2
an experience,0.629,2,2
mother's,0.629,2,2
laughs,0.629,2,2
to have been,0.629,3,2
50 years,0.629,2,2
alternative,0.629,2,2
may not be,0.629,2,2
that he's,0.629,2,2
drives,0.629,2,2
witty,0.629,3,2
out of it,0.629,2,2
marks,0.629,2,2
except for,0.629,2,2
memories and,0.629,2,2
he goes,0.629,2,2
styles,0.629,2,2
the way they,0.629,2,2
how,0.628,111,117
time in,0.627,9,8
his way,0.627,3,3
however,0.627,24,23
accompanied,0.627,3,3
scope,0.627,3,3
garde,0.627,3,3
underground,0.627,4,3
the american,0.627,6,6
the water,0.627,3,3
was like,0.627,7,6
haven't,0.627,8,8
concerned,0.627,4,3
this might,0.627,5,3
we get,0.627,7,6
over the,0.626,27,24
my head,0.626,6,5
dream,0.626,24,22
victims,0.626,6,4
shut,0.626,6,4
matter how,0.626,4,4
scene where,0.626,5,4
respect,0.623,9,9
i've ever seen,0.623,14,12
essentially,0.621,6,5
comes to,0.62,10,9
dark,0.62,23,21
this it,0.62,5,4
my own,0.62,8,8
where you,0.62,6,4
of this film,0.62,9,9
and makes,0.619,3,3
adapted,0.619,3,3
laughter,0.619,3,3
fell,0.619,7,6
an absolute,0.619,7,6
men who,0.619,3,3
at time,0.618,2,2
rebellion,0.618,2,2
and our,0.618,2,2
band of,0.618,2,2
it came,0.618,3,2
quite like,0.618,2,2
tremendous,0.618,3,2
felt that,0.618,2,2
theory,0.618,2,2
hopeless,0.618,2,2
is much,0.618,2,2
the center,0.618,2,2
creator,0.618,2,2
but after,0.618,2,2
every single,0.617,9,9
end of the,0.617,9,8
there were,0.616,5,5
you,0.616,125,156
overwhelming,0.616,6,5
up in,0.615,16,15
ultimate,0.614,6,6
walk,0.614,9,9
feel so,0.613,4,4
structure,0.613,8,8
committed,0.613,4,4
just as,0.613,12,11
in search,0.613,5,4
walls,0.613,4,4
more and,0.613,4,4
next to,0.613,4,4
case,0.613,13,14
ten,0.612,12,10
the first time,0.612,14,14
you ve,0.611,6,5
however the,0.611,4,3
depicting,0.611,3,3
remote,0.611,3,3
bus,0.611,3,3
finale,0.611,7,5
disappointed,0.611,4,3
alright,0.611,3,3
love of,0.611,5,5
begin,0.611,9,9
shout,0.611,3,3
everyone is,0.611,3,3
harder,0.611,3,3
but this is,0.61,7,7
pleasure,0.61,7,6
the year,0.609,12,10
ultimately,0.609,9,10
i'm,0.608,66,65
just the,0.608,9,9
resulting,0.607,2,2
comfortable,0.607,2,2
to imagine,0.607,2,2
with the help,0.607,2,2
government,0.607,8,8
weren't,0.607,3,2
the second half,0.607,2,2
little too,0.607,3,2
up of,0.607,2,2
the story,0.607,38,36
enjoying,0.607,2,2
berlin,0.607,2,2
blew,0.607,3,2
the horrors,0.607,2,2
they say,0.607,2,2
surviving,0.607,2,2
judge,0.607,2,2
that love,0.607,2,2
i'm not sure,0.607,2,2
can tell,0.607,4,4
bank,0.607,2,2
campaign,0.607,2,2
pleasant,0.607,2,2
color,0.606,10,10
idea of,0.606,7,6
rest of the,0.606,5,5
display,0.606,5,5
for those,0.606,5,5
to keep,0.604,11,10
that is,0.604,33,33
tell,0.604,25,30
for something,0.603,3,3
luck,0.603,3,3
the point of,0.603,5,3
fear of,0.603,4,3
this film is,0.602,14,14
happiness,0.602,7,7
finally,0.602,23,26
man and,0.601,5,5
beings,0.601,4,4
gone,0.601,13,12
wearing,0.601,4,4
mean,0.601,22,21
my eyes,0.601,7,6
attempt to,0.599,8,7
and you,0.598,15,14
evil,0.598,14,11
like the,0.597,26,24
just to,0.597,4,6
constant,0.597,9,8
disaster,0.596,2,2
stripped,0.596,3,2
it's so,0.596,6,5
of society,0.596,2,2
worst,0.596,12,10
wonders,0.596,2,2
pants,0.596,2,2
riding,0.596,2,2
matt,0.596,2,2
this case,0.596,2,2
for an,0.596,9,9
interpretation,0.596,2,2
that ve,0.596,2,2
guard,0.596,2,2
manage to,0.596,2,2
effort to,0.596,3,2
demands,0.596,2,2
to enjoy,0.596,2,2
gold,0.596,7,5
the only way,0.596,3,2
more than just,0.596,2,2
emotions,0.596,14,14
caused,0.595,3,3
is fucking,0.595,3,3
that this was,0.595,4,3
danger,0.595,3,3
split,0.595,3,3
of the past,0.595,3,3
average,0.595,3,3
paced,0.595,4,4
looking at,0.595,4,4
1980s,0.595,4,3
how do,0.595,3,3
tears,0.594,15,14
exist,0.594,12,12
challenge,0.593,9,9
his family,0.593,5,6
beautifully,0.592,15,15
forced to,0.591,8,8
did not,0.591,9,8
portrayal of,0.591,5,5
difference,0.591,6,5
80s,0.591,6,5
choices,0.591,6,5
box,0.591,4,5
turns,0.589,16,16
with her,0.588,14,15
on screen,0.588,7,7
they will,0.587,4,3
dudes,0.587,3,3
and see,0.587,3,3
reality of,0.587,4,3
bored,0.587,3,3
influential,0.587,4,3
give this,0.587,3,3
take on,0.586,5,5
criminal,0.586,7,5
oh my,0.586,6,5
men,0.586,37,33
photographer,0.585,2,2
beast,0.585,2,2
diverse,0.585,2,2
controlled,0.585,2,2
okay,0.585,10,10
some time,0.585,2,2
watch this film,0.585,2,2
orange,0.585,2,2
and let,0.585,2,2
han,0.585,2,2
discovering,0.585,2,2
