motif,score,directors,liked_freq
route,1.045,2,2
articulate,1.045,2,2
and try,1.045,2,2
cave,1.045,2,2
returning to,1.045,2,2
and through,1.045,2,2
the run,1.045,2,2
don't understand,1.045,2,2
film and the,1.045,2,2
refuge,1.045,2,2
he becomes,1.045,2,2
aunt,1.045,2,2
larger than,1.045,2,2
flash,1.045,2,2
ironically,1.045,2,2
for almost,1.045,2,2
in every way,1.045,2,2
sacred,1.045,2,2
world as,1.045,2,2
into the world,1.045,2,2
this was really,1.045,3,2
would go,1.045,2,2
you haven't,1.045,2,2
the human condition,1.045,2,2
strangely,1.045,2,2
electrifying,1.045,3,2
adapt,1.045,2,2
suicidal,1.045,2,2
by any,1.045,2,2
well be,1.045,2,2
films i've ever,1.045,2,2
gross,1.045,2,2
on its own,1.045,3,2
and beyond,1.045,2,2
that point,1.045,3,2
so could,1.045,2,2
cherry,1.045,2,2
manner,1.045,11,10
murder,1.044,20,17
recommended,1.043,7,7
could ever,1.041,3,3
was always,1.041,3,3
writer director,1.041,3,3
innocence,1.041,6,6
one but,1.041,4,3
milk,1.041,3,3
wildly,1.041,4,3
origin,1.041,3,3
is to be,1.041,4,3
while he,1.041,3,3
at me,1.041,4,3
journey of,1.04,5,5
mainly,1.04,6,5
on journey,1.04,3,4
the visuals,1.04,5,4
morality,1.04,6,5
she had,1.04,4,4
thoroughly,1.04,5,5
the film and,1.04,4,4
reaches,1.04,4,4
bitch,1.038,13,13
spaces,1.035,6,6
seeks,1.035,6,6
as whole,1.032,5,5
touches,1.03,6,4
lot more,1.03,4,4
but that's,1.03,5,4
it wasn't,1.03,4,4
to become,1.03,11,11
for film,1.03,5,4
wes,1.029,3,3
and the film,1.029,3,3
so when,1.029,3,3
all at,1.029,3,3
stakes,1.029,4,3
replaced,1.029,4,3
way out,1.029,4,3
family is,1.029,3,3
providing,1.029,4,3
movie ever made,1.029,3,3
film where,1.029,3,3
care for,1.029,3,3
department,1.029,4,3
sex,1.029,18,19
continues,1.029,9,9
i'm in,1.029,3,3
wears,1.028,2,2
aside from,1.028,3,2
more on,1.028,2,2
sophisticated,1.028,2,2
have that,1.028,3,2
patriarchal,1.028,2,2
thanks to the,1.028,2,2
end to,1.028,4,2
to keep the,1.028,2,2
erotic,1.028,2,2
has only,1.028,2,2
stumbles,1.028,2,2
each one,1.028,2,2
don't need,1.028,2,2
the 1980s,1.028,3,2
art form,1.028,2,2
him from,1.028,2,2
to care,1.028,3,2
showed up,1.028,2,2
but her,1.028,2,2
so much better,1.028,2,2
this makes,1.028,2,2
you ask,1.028,2,2
cinema but,1.028,2,2
magazine,1.028,2,2
don't care,1.028,2,2
it before,1.028,2,2
my fav,1.028,2,2
concern,1.028,2,2
to steal,1.028,2,2
thief,1.028,2,2
old girl,1.028,2,2
even in the,1.028,2,2
divide,1.028,2,2
millions of,1.028,3,2
and watched,1.028,2,2
saw the,1.025,5,5
with that,1.025,9,9
is forced,1.025,5,5
element,1.025,4,5
animation drama,1.025,6,5
driver,1.025,5,5
guilt,1.022,6,6
sat,1.022,6,6
allow,1.022,7,6
best films,1.021,4,4
shock,1.021,5,4
instantly,1.021,5,4
dreams and,1.021,4,4
hunt,1.021,5,4
tried,1.021,10,10
capture the,1.021,5,4
so can,1.021,6,4
if we,1.02,8,8
the police,1.02,7,7
fate,1.019,13,11
the rise,1.017,3,3
the best films,1.017,3,3
found in,1.017,3,3
at every,1.017,3,3
dirty,1.017,5,5
up this,1.017,4,3
span,1.017,3,3
too many,1.017,5,5
who wants,1.017,4,3
anything to,1.017,3,3
how to,1.016,24,22
skin,1.015,6,6
minds,1.015,7,6
is for,1.015,9,7
sink,1.012,3,2
imagine being,1.012,2,2
in his own,1.012,3,2
but all,1.012,3,4
world with,1.012,2,2
bite,1.012,2,2
mins,1.012,2,2
machines,1.012,2,2
at what,1.012,3,2
40 years,1.012,2,2
thing and,1.012,2,2
loaded,1.012,3,2
anthony,1.012,2,2
again but,1.012,2,2
over to,1.012,2,2
but did,1.012,3,2
with both,1.012,2,2
light of,1.012,2,2
road trip,1.012,2,2
to live with,1.012,2,2
shows that,1.012,3,2
as young,1.012,2,2
to choose,1.012,3,2
was supposed to,1.012,2,2
things are,1.012,4,4
exercise,1.012,5,4
never know,1.012,2,2
at the moment,1.012,2,2
means to be,1.012,2,2
attacks,1.012,3,2
to say this,1.012,2,2
to me the,1.012,3,2
movie this,1.012,4,4
and gives,1.012,3,2
his wife and,1.012,3,2
most interesting,1.012,2,2
the quiet,1.012,3,2
to death,1.012,4,4
can help,1.012,3,2
blood and,1.012,2,2
watch it again,1.012,2,2
hoping,1.01,6,5
and never,1.01,4,5
that what,1.01,5,5
something to,1.009,6,6
you get,1.006,10,10
or maybe,1.005,4,3
to revisit,1.005,4,3
on top of,1.005,3,3
that her,1.005,3,3
in real life,1.005,4,3
dating,1.005,3,3
precisely,1.005,3,3
hitchcock,1.005,2,3
1999,1.005,4,3
confusing,1.005,4,3
civilization,1.005,3,3
journalist,1.005,3,3
he will,1.003,5,4
as good as,1.003,7,6
up at,1.003,4,4
dark and,1.003,5,4
independent,1.003,6,6
up as,1.003,4,4
trees,1.002,5,5
moral,1.001,13,12
sight,1.001,8,8
ass,1.0,22,19
disturbing,0.999,9,9
imagery,0.998,11,11
colors,0.996,8,8
in small,0.996,6,6
was something,0.995,2,2
blending,0.995,2,2
them this,0.995,2,2
if were,0.995,2,2
use the,0.995,2,2
those that,0.995,2,2
belongs to,0.995,2,2
underneath,0.995,2,2
involved with,0.995,2,2
star of,0.995,2,2
continues to,0.995,5,5
tragically,0.995,3,2
get this,0.995,3,2
resources,0.995,2,2
movies of,0.995,2,2
through my,0.995,2,2
job and,0.995,2,2
in space,0.995,2,2
that with,0.995,2,2
star wars,0.995,2,2
of five,0.995,2,2
most iconic,0.995,3,2
staying,0.995,2,2
hope you,0.995,2,2
and making,0.995,2,2
was supposed,0.995,2,2
but also the,0.995,2,2
senior,0.995,2,2
of political,0.995,2,2
secretly,0.995,2,2
adaptations,0.995,2,2
characters that,0.995,2,2
for me to,0.995,7,5
details of,0.995,2,2
every shot,0.995,2,2
of nowhere,0.995,2,2
loser,0.995,2,2
positive,0.995,5,5
and pain,0.995,3,2
scene that,0.995,2,2
thrill,0.995,2,2
the north,0.995,2,2
and probably,0.995,2,2
is not only,0.995,3,2
be in the,0.995,2,2
movie as,0.995,2,2
drama it,0.995,2,2
will come,0.995,2,2
truck,0.995,2,2
was to,0.995,5,5
style and,0.995,7,5
didn't even,0.995,2,2
contained,0.995,2,2
patterns,0.995,2,2
alter,0.995,2,2
you this,0.994,4,4
risk,0.994,7,4
the focus,0.993,3,3
at some point,0.993,3,3
balls,0.993,3,3
for two,0.993,3,3
have some,0.993,4,3
bomb,0.993,4,3
control of,0.993,3,3
of the few,0.993,3,3
crack,0.993,4,3
some point,0.993,3,3
mask,0.993,3,3
for some reason,0.993,4,3
him he,0.993,3,3
daring,0.993,4,3
want to see,0.993,3,3
ends up,0.993,7,7
fell in,0.993,4,3
happened to,0.991,10,8
protect,0.99,7,6
statement,0.99,8,6
scared,0.99,6,6
goofy,0.987,5,5
alien,0.987,5,5
curious,0.987,5,5
rewatching,0.987,4,5
connect,0.987,5,5
sequence,0.986,15,14
cheap,0.985,5,4
for while,0.985,6,4
play the,0.985,5,4
and find,0.985,4,4
the human,0.984,13,13
love is,0.984,6,6
it comes to,0.984,7,6
to you,0.983,11,10
civil war,0.982,5,3
probably the most,0.982,3,3
cash,0.982,3,3
the evil,0.982,3,3
around them,0.982,3,3
some reason,0.982,4,3
take on the,0.982,3,3
mind and,0.982,3,3
the lack of,0.982,4,3
chest,0.982,4,3
in the movie,0.982,3,3
officer,0.98,6,5
world where,0.98,6,5
intense,0.98,14,14
he did,0.98,6,5
revisit,0.98,6,5
life to,0.98,6,5
him this,0.979,3,2
much that,0.979,2,2
this love,0.979,3,2
was truly,0.979,3,2
the mystery,0.979,2,2
provocative,0.979,2,2
deepest,0.979,2,2
in tokyo,0.979,3,2
chasing,0.979,3,2
but on,0.979,2,2
with this one,0.979,2,2
agency,0.979,2,2
and become,0.979,3,2
this anime,0.979,3,2
batman,0.979,2,2
lazy,0.979,2,2
two friends,0.979,3,2
move on,0.979,3,2
just watch,0.979,2,2
trope,0.979,2,2
in good,0.979,2,2
clown,0.979,2,2
ton of,0.979,2,2
depicts the,0.979,2,2
the same year,0.979,2,2
lucky to,0.979,3,2
human condition,0.979,2,2
angst,0.979,2,2
village in,0.979,2,2
but am,0.979,3,2
finishing,0.979,2,2
throat,0.979,2,2
imagination,0.978,6,6
partner,0.978,6,6
merely,0.977,9,7
holding,0.977,7,8
out on,0.977,7,7
know how,0.977,12,11
blowing,0.976,4,4
genre,0.976,24,23
to those,0.976,5,4
ideas,0.973,17,15
his time,0.97,3,3
only in,0.97,4,3
financial,0.97,3,3
this could,0.97,4,3
the streets of,0.97,4,3
invasion,0.97,3,3
his name,0.97,3,3
do we,0.97,3,3
liked the,0.967,5,4
definition,0.967,4,4
you know what,0.967,5,4
reference,0.966,5,5
passage,0.966,4,5
gripping,0.966,4,5
and be,0.966,6,5
gently,0.963,2,2
an episode,0.963,2,2
expert,0.963,2,2
would say,0.963,3,2
his parents,0.963,2,2
trap,0.963,2,2
realities of,0.963,2,2
handled,0.963,2,2
that gets,0.963,2,2
whole movie,0.963,2,2
walter,0.963,2,2
glimpses,0.963,2,2
prisoner,0.963,2,2
also very,0.963,2,2
thinking of,0.963,2,2
print,0.963,2,2
after her,0.963,3,2
shout out to,0.963,2,2
entire film,0.963,2,2
going for,0.963,2,2
plots,0.963,2,2
eats,0.963,2,2
each other's,0.963,3,2
series the,0.963,2,2
i'm the,0.963,2,2
pathetic,0.963,3,2
two women,0.963,2,2
invested in,0.963,2,2
layer,0.963,2,2
his early,0.963,2,2
many things,0.963,2,2
of any,0.961,7,7
mirror,0.96,5,6
is not the,0.959,3,3
the same way,0.959,3,3
brutal,0.959,14,14
belongs,0.959,3,3
badly,0.959,3,3
handsome,0.959,3,3
object,0.958,4,4
mainstream,0.958,4,4
unless,0.958,4,4
to ask,0.958,4,4
the moon,0.958,4,4
time is,0.958,4,4
bold,0.958,5,5
this thing,0.958,4,4
not an,0.958,6,4
far more,0.958,4,4
isolation,0.958,4,4
happening,0.957,10,9
choose,0.956,8,7
dog,0.954,12,12
drama this review,0.951,5,5
monster,0.951,5,5
decisions,0.951,5,5
this movie and,0.949,5,4
the small,0.949,3,4
bunch,0.949,12,10
the scene,0.949,9,9
you but,0.948,3,3
the planet,0.948,3,3
really really,0.948,5,3
blues,0.948,3,3
not much,0.948,3,3
still the,0.948,3,3
thesis,0.948,3,3
criminals,0.948,4,3
the lack,0.948,4,3
and finally,0.948,3,3
and that's,0.948,8,6
thriller drama,0.948,7,6
his death,0.948,3,3
fifty,0.947,2,2
unmatched,0.947,2,2
sub,0.947,3,2
it gives,0.947,2,2
strongest,0.947,2,2
glasses,0.947,2,2
the back of,0.947,2,2
practical,0.947,2,2
neighbors,0.947,2,2
with someone,0.947,2,2
himself to,0.947,4,2
binge,0.947,2,2
stands out,0.947,2,2
think they,0.947,2,2
the hard,0.947,2,2
blends,0.947,2,2
to provide,0.947,2,2
solitude,0.947,2,2
the eye,0.947,3,2
no idea what,0.947,2,2
confronting,0.947,2,2
for someone,0.947,2,2
veins,0.947,2,2
looked like,0.947,2,2
consumed,0.947,2,2
the godfather,0.947,3,2
boom,0.947,2,2
me what,0.947,2,2
deliberate,0.947,2,2
dylan,0.947,2,2
neat,0.947,4,2
finally got,0.947,2,2
the moments,0.947,2,2
interrupted,0.947,2,2
me he,0.947,2,2
chief,0.947,3,2
when it was,0.947,2,2
meal,0.947,2,2
of memory,0.947,2,2
wanted to be,0.947,2,2
comic,0.946,8,7
long and,0.944,5,5
capable,0.944,5,5
blown,0.944,6,5
what happened,0.944,6,5
actual,0.943,16,16
regret,0.942,6,6
when it comes,0.942,7,6
bunch of,0.941,10,9
care about,0.941,4,4
mode,0.941,5,4
mid,0.94,7,8
she's,0.94,14,13
is something,0.938,12,10
bones,0.937,3,3
21st century,0.937,3,3
everything that,0.937,5,5
the shit,0.937,3,3
the experience,0.937,5,5
pair of,0.937,5,3
height,0.937,3,3
unseen,0.937,4,3
story in,0.937,4,3
enigmatic,0.937,3,3
this again,0.937,4,3
checking,0.937,3,3
falling in love,0.937,5,3
work as,0.937,3,3
so he,0.937,5,5
movie about,0.936,11,11
attention to,0.936,9,6
to survive,0.936,6,6
the death,0.936,9,8
asking,0.935,6,7
lack of,0.934,12,10
survive,0.933,9,9
resilience,0.932,3,2
expect from,0.932,2,2
hiding,0.932,4,4
to convey,0.932,2,2
startling,0.932,2,2
apocalyptic,0.932,2,2
established,0.932,4,4
same year,0.932,2,2
loved ones,0.932,2,2
friends are,0.932,2,2
intertwined,0.932,3,2
how well,0.932,2,2
dragon,0.932,2,2
vincent,0.932,2,2
didn't have,0.932,2,2
place of,0.932,2,2
loneliness and,0.932,2,2
mission to,0.932,2,2
of american,0.932,5,4
cuz,0.932,2,2
in this one,0.932,5,4
actresses,0.932,2,2
shown in,0.932,2,2
heroic,0.932,3,2
we know,0.932,4,4
and don't,0.932,5,4
on him,0.932,2,2
towards the end,0.932,2,2
an incredibly,0.932,6,4
the sake of,0.932,2,2
fear and,0.932,2,2
to raise,0.932,2,2
sake of,0.932,2,2
aspects,0.931,9,8
ourselves,0.93,7,7
tokyo,0.93,9,7
war and,0.93,6,5
brain,0.929,13,12
is always,0.927,9,8
as fuck,0.926,3,3
drama war,0.926,3,3
which makes,0.926,3,3
it goes,0.926,4,3
that there is,0.926,3,3
keep the,0.926,3,3
prefer,0.926,4,3
suffered,0.926,4,3
teach,0.926,3,3
the animation,0.925,6,7
planet,0.925,9,9
far from,0.924,4,4
chapter,0.924,5,4
the wind,0.924,5,4
her father,0.924,4,4
would like,0.924,4,4
loose,0.924,5,4
and out,0.924,5,4
surrounding,0.924,6,6
give me,0.924,5,4
goddamn,0.923,5,5
and i'm,0.923,12,10
oh my god,0.923,6,5
the eyes,0.92,9,7
his wife,0.92,13,11
to not,0.918,6,6
about man,0.917,2,2
regrets,0.917,2,2
the details,0.917,2,2
it's pretty,0.917,2,2
ask me,0.917,2,2
tangible,0.917,2,2
examples,0.917,2,2
mas que,0.917,2,2
film that is,0.917,2,2
that scene,0.917,2,2
me you,0.917,2,2
heights,0.917,2,2
added to,0.917,2,2
feed,0.917,2,2
way back,0.917,2,2
designs,0.917,2,2
like one,0.917,2,2
sides of,0.917,2,2
about me,0.917,2,2
this entire,0.917,2,2
of others,0.917,2,2
economy,0.917,2,2
horror drama,0.917,2,2
in more,0.917,2,2
aggressive,0.917,3,2
we just,0.917,2,2
1998,0.917,2,2
scattered,0.917,2,2
world but,0.917,2,2
myself in,0.917,3,2
for the sake,0.917,2,2
fog,0.917,2,2
the idea of,0.916,6,5
die for,0.915,3,3
films ever,0.915,3,4
foot,0.915,3,3
they make,0.915,5,3
the dialogue,0.915,3,3
films and,0.915,10,7
film this,0.915,8,7
rival,0.915,3,3
to being,0.915,3,3
restaurant,0.915,3,3
esque,0.915,5,4
probably the best,0.915,4,3
confident,0.915,4,3
same way,0.915,3,3
characters and,0.913,9,9
barely,0.913,10,9
male,0.913,10,10
rage,0.91,5,5
heroes,0.91,6,5
the sea,0.91,4,5
sequences,0.909,10,9
after watching,0.909,9,8
opinion,0.909,10,8
movie was,0.907,6,6
and while,0.907,6,6
objects,0.907,4,4
screaming,0.907,5,6
every day,0.905,8,7
sky,0.905,8,9
blue,0.905,13,12
thinks,0.905,7,7
well and,0.904,3,3
bone,0.904,3,3
illegal,0.904,4,3
work but,0.904,3,3
there's something,0.904,3,3
all of them,0.904,3,3
meta,0.904,3,3
area,0.903,5,5
upsetting,0.902,2,2
or is,0.902,2,2
truly is,0.902,2,2
was incredible,0.902,2,2
and this film,0.902,3,2
just not,0.902,3,2
feeling that,0.902,3,2
photographs,0.902,3,2
while they,0.902,2,2
when her,0.902,2,2
destroying,0.902,2,2
expertly,0.902,2,2
subtly,0.902,2,2
closely,0.902,2,2
really loved,0.902,2,2
implications,0.902,2,2
last few,0.902,2,2
introduces,0.902,2,2
slap,0.902,2,2
parent,0.902,2,2
and each,0.902,2,2
find myself,0.902,2,2
the horrors of,0.902,2,2
all their,0.902,2,2
taking the,0.902,3,2
every way,0.902,2,2
assault,0.902,2,2
it no,0.902,2,2
on the screen,0.902,2,2
the sake,0.902,2,2
missing,0.9,12,11
flowers,0.899,5,4
movies and,0.899,4,4
fantasy,0.899,30,32
hard to,0.898,18,18
extreme,0.895,9,7
seen and,0.895,7,6
you're not,0.894,4,3
asian,0.894,5,3
roman,0.894,3,3
mental health,0.894,3,3
notch,0.894,3,3
it is an,0.894,3,3
of movies,0.894,3,3
this would be,0.894,4,3
realizing,0.894,4,3
emotions and,0.894,3,3
millions,0.894,4,3
careful,0.894,3,3
in awe,0.894,4,3
film of,0.893,15,14
nightmare,0.892,8,8
tell the,0.891,3,4
the few,0.891,4,4
captain,0.891,3,4
are no,0.891,4,4
industrial,0.891,4,4
animation is,0.891,4,4
twists,0.891,5,4
waves,0.891,4,4
premise,0.89,7,6
not have,0.889,4,5
you got,0.887,3,2
acts of,0.887,2,2
back of,0.887,2,2
anything about,0.887,2,2
the news,0.887,2,2
beaten,0.887,2,2
told in,0.887,2,2
the following,0.887,3,2
can even,0.887,2,2
events that,0.887,2,2
the ability,0.887,2,2
minutes long,0.887,2,2
ending is,0.887,2,2
art that,0.887,2,2
what does,0.887,2,2
god damn,0.887,2,2
sensational,0.887,2,2
arm,0.887,2,2
in modern,0.887,2,2
sentences,0.887,2,2
the countryside,0.887,3,2
nails,0.887,2,2
all over,0.885,7,7
the fuck,0.884,11,12
opens,0.884,7,6
an unexpected,0.883,4,3
accidentally,0.883,5,5
for any,0.883,3,3
themes of,0.883,5,5
becomes the,0.883,3,3
solve,0.883,4,3
are also,0.883,4,3
messy,0.883,3,3
ring,0.883,3,3
fav,0.883,3,3
well known,0.883,3,3
witnessing,0.883,4,3
holiday,0.883,3,3
tell me,0.883,5,5
five years,0.883,3,3
i'm going to,0.883,3,3
lands,0.883,4,3
it comes,0.883,9,8
involving,0.882,4,4
realities,0.882,4,4
people's,0.882,4,4
of humanity,0.882,5,4
uncle,0.882,6,4
into one,0.882,6,4
realm,0.882,6,4
family and,0.879,8,8
whom,0.878,10,9
on its,0.878,8,6
best movie,0.876,5,5
individuals,0.876,6,5
aware,0.875,8,8
intelligent,0.874,4,4
her mother,0.874,4,4
true story,0.874,4,4
if they,0.874,9,9
impression,0.874,4,4
raise,0.874,4,4
could ve,0.873,3,3
be honest,0.873,3,3
how good,0.873,4,3
known for,0.873,3,3
falling in,0.873,5,3
received,0.873,3,3
is so good,0.873,3,3
writers,0.873,5,3
it or,0.873,3,3
invented,0.873,6,6
check out,0.873,4,3
loyalty,0.872,2,2
it over,0.872,2,2
like his,0.872,2,2
remarkably,0.872,2,2
the blue,0.872,2,2
crime and,0.872,2,2
and honestly,0.872,2,2
three years,0.872,2,2
they never,0.872,2,2
kill myself,0.872,2,2
sure what,0.872,2,2
and put,0.872,3,2
library,0.872,3,2
of childhood,0.872,2,2
centuries,0.872,2,2
if anything,0.872,2,2
the living,0.872,2,2
blank,0.872,2,2
back when,0.872,3,2
largest,0.872,3,2
mastery,0.872,2,2
around her,0.872,2,2
traces,0.872,2,2
nightmares,0.872,2,2
dancer,0.872,2,2
sentence,0.872,2,2
wait for,0.87,6,5
is going to,0.87,5,5
between two,0.87,7,5
but i'm,0.867,7,6
ready to,0.867,6,6
the genre,0.866,5,4
kills,0.866,4,4
fish,0.866,4,4
what was,0.866,12,9
thirty,0.866,4,4
travel,0.866,7,7
was that,0.866,6,4
angry,0.866,8,8
and in the,0.866,5,4
section,0.866,5,4
hair,0.864,10,10
world in,0.863,4,3
the form,0.863,7,5
that film,0.863,3,3
rising,0.863,4,3
tried to,0.863,5,5
is exactly,0.863,3,3
sets out,0.863,3,3
so we,0.863,3,3
i'm gonna,0.863,3,3
they made,0.863,3,3
alternate,0.863,4,3
loses,0.863,6,5
film at,0.863,3,3
it feels like,0.861,6,7
set in,0.859,13,11
happened,0.859,22,20
movie that,0.859,13,12
down to,0.859,11,9
melancholic,0.858,5,4
dialogue and,0.858,3,2
combat,0.858,2,2
wrong with,0.858,2,2
so often,0.858,2,2
root,0.858,2,2
at some,0.858,4,4
know what to,0.858,2,2
track,0.858,9,8
was real,0.858,3,2
pretending,0.858,2,2
character is,0.858,5,4
cure,0.858,2,2
god this,0.858,2,2
attached,0.858,2,2
the strength,0.858,2,2
settle,0.858,3,2
fifteen,0.858,2,2
leaders,0.858,2,2
and directed by,0.858,2,2
this whole,0.858,4,4
again and again,0.858,2,2
installment,0.858,3,2
and must,0.858,2,2
these things,0.858,2,2
ideology,0.858,2,2
works as,0.858,2,2
as film,0.858,2,2
of water,0.858,2,2
films of all,0.858,2,2
academy award,0.858,2,2
him but,0.858,2,2
phrase,0.858,2,2
always have,0.858,2,2
aspiring,0.858,3,2
clean,0.858,4,4
memory and,0.858,2,2
peaks,0.858,3,2
not that,0.857,6,5
me when,0.857,5,5
broken,0.856,11,11
begin to,0.856,6,6
decades,0.853,11,12
romance drama,0.853,11,12
oscars,0.852,3,3
if you are,0.852,5,3
it's about,0.852,3,3
reminds me of,0.852,3,3
for people,0.852,4,3
try and,0.852,3,3
hit me,0.852,3,3
these days,0.852,4,3
accompanied by,0.852,3,3
first of,0.852,3,3
twist,0.851,6,6
the case,0.851,6,6
innocent,0.851,6,6
good as,0.851,7,6
point in,0.85,4,4
suit,0.85,4,4
critique,0.85,6,5
at my,0.85,4,4
terror,0.85,5,5
you in,0.847,7,7
desire,0.847,13,11
capacity,0.844,3,2
death in,0.844,2,2
understand that,0.844,2,2
steals,0.844,2,2
made up,0.844,2,2
there is an,0.844,2,2
is about the,0.844,2,2
there's nothing,0.844,2,2
new life,0.844,2,2
you know that,0.844,3,2
body and,0.844,2,2
second time,0.844,2,2
fans of,0.844,2,2
own life,0.844,2,2
movie but,0.844,5,5
that can be,0.844,2,2
stock,0.844,2,2
face and,0.844,3,2
sympathetic,0.844,2,2
backdrop of,0.844,2,2
decision to,0.844,2,2
and little,0.844,2,2
precision,0.844,2,2
cycle of,0.844,2,2
go back to,0.844,2,2
trade,0.844,3,2
in and out,0.844,2,2
transformation,0.844,2,2
vulnerability,0.844,2,2
up in the,0.844,7,5
this film and,0.843,4,4
of films,0.843,6,4
facing,0.843,4,4
time when,0.843,4,4
but instead,0.843,4,4
the love of,0.842,3,3
the least,0.842,3,3
me the,0.842,13,12
limits,0.842,4,3
honesty,0.842,4,3
isn't,0.842,27,26
put to,0.842,4,3
set to,0.842,3,3
going through,0.842,3,3
fat,0.842,3,3
for how,0.842,3,3
mexico,0.842,3,3
elements,0.842,12,12
representation of,0.842,3,3
somewhat,0.841,11,8
of you,0.841,9,8
off the,0.839,13,12
questions,0.838,9,11
strange,0.838,17,18
lots of,0.838,7,7
empty,0.837,7,8
failed,0.837,6,5
time with,0.837,6,5
shot of,0.837,5,5
to some,0.835,4,4
his life,0.835,20,17
backdrop,0.835,4,4
in the most,0.835,4,4
named,0.835,13,13
as good,0.833,9,7
the top,0.833,10,9
taste,0.833,10,7
newly,0.832,3,3
he doesn't,0.832,3,3
repeat,0.832,3,3
the situation,0.832,3,3
to remember,0.832,3,3
pushed,0.832,3,3
the best film,0.832,4,3
grounded,0.832,3,3
enemies,0.832,5,3
but have,0.832,3,3
rose,0.832,4,3
pretty good,0.831,5,5
so the,0.831,6,5
me it,0.831,5,5
encounters,0.831,5,5
of emotions,0.83,2,2
expansive,0.83,3,2
titled,0.83,2,2
joker,0.83,3,2
follow up,0.83,3,2
and women,0.83,3,2
aid,0.83,2,2
optimism,0.83,2,2
you can tell,0.83,2,2
ways that,0.83,2,2
now on,0.83,2,2
is movie,0.83,2,2
plan to,0.83,2,2
one with,0.83,2,2
cards,0.83,3,2
showing the,0.83,3,2
and watching,0.83,2,2
is everything,0.83,2,2
rhythms,0.83,2,2
hooked,0.83,3,2
sole,0.83,2,2
words to,0.83,2,2
his home,0.83,2,2
finger,0.83,2,2
understand how,0.83,3,2
jerry,0.83,2,2
influences,0.83,2,2
vacation,0.83,2,2
and turns,0.83,2,2
transcendent,0.83,2,2
trust,0.829,8,7
but if,0.829,6,6
i'm not,0.827,14,13
character and,0.827,5,4
ocean,0.827,4,4
sexual,0.826,11,11
in general,0.825,5,5
table,0.825,7,5
how can,0.825,5,5
down and,0.825,4,5
but to,0.824,5,6
the lives of,0.824,7,7
everybody,0.824,8,7
in the past,0.823,4,3
like was,0.823,3,3
slow,0.823,13,15
eyes and,0.823,4,3
time you,0.823,3,3
life drama,0.823,3,3
elaborate,0.823,3,3
animation family,0.823,2,3
girl,0.822,32,38
killed,0.822,12,12
weird,0.82,17,16
with so,0.82,5,4
actress,0.82,8,7
fake,0.819,6,5
compared to,0.819,6,5
none,0.819,11,9
for them,0.819,7,6
but you,0.817,9,8
told through,0.816,2,2
uses the,0.816,2,2
realization,0.816,2,2
but like,0.816,2,2
started to,0.816,2,2
stomach,0.816,2,2
fascism,0.816,2,2
dimension,0.816,2,2
sweet and,0.816,2,2
concepts,0.816,2,2
exchange,0.816,2,2
get out of,0.816,2,2
35mm,0.816,2,2
that don't,0.816,2,2
albeit,0.816,2,2
understand what,0.816,2,2
with only,0.816,3,2
about being,0.816,2,2
is little,0.816,2,2
made to,0.816,2,2
enjoyed it,0.816,2,2
random,0.815,8,7
horror,0.815,30,33
came out,0.815,8,7
sequel,0.814,6,6
but it is,0.814,6,6
but even,0.813,3,3
woman in,0.813,3,3
pregnant,0.813,3,3
together with,0.813,3,3
connections,0.813,4,3
the four,0.813,3,3
love in,0.813,3,3
to each other,0.813,3,3
that not,0.812,4,4
reminded me of,0.812,4,4
raised,0.812,4,4
forest,0.812,4,5
difficult to,0.812,7,5
what do,0.812,5,4
wealthy,0.812,4,4
snow,0.812,4,4
producer,0.812,5,5
and life,0.812,5,4
remain,0.81,8,7
to an,0.809,13,12
sick,0.809,9,8
animation,0.808,33,45
let me,0.808,6,6
further,0.808,11,11
more like,0.806,7,7
expectations,0.806,9,7
plenty,0.806,5,5
death of,0.806,8,7
separate,0.806,5,5
but for,0.806,8,7
lack,0.805,12,11
runs,0.805,9,8
is too,0.804,5,4
desperately,0.804,4,4
watching this film,0.803,3,2
murderer,0.803,2,2
way in,0.803,2,2
horror comedy,0.803,2,2
the art,0.803,5,6
give up,0.803,2,2
visceral,0.803,3,3
is often,0.803,3,3
the animation is,0.803,2,2
literary,0.803,2,2
mean to,0.803,2,2
down to the,0.803,2,2
conspiracy,0.803,2,2
say it,0.803,6,6
place in the,0.803,3,3
fails to,0.803,2,2
politically,0.803,3,3
about love,0.803,2,2
how does,0.803,2,2
never thought,0.803,2,2
to make the,0.803,4,3
all and,0.803,2,2
200,0.803,2,2
you must,0.803,2,2
the dream,0.803,2,2
but don't,0.803,2,2
was no,0.803,3,2
yet the,0.803,3,3
his brother,0.803,2,2
definition of,0.803,2,2
my all time,0.803,2,2
oppressive,0.803,2,2
here it,0.803,2,2
destroyed,0.8,5,5
the line,0.8,5,5
out with,0.798,6,6
looked,0.798,10,10
father's,0.797,4,4
history drama,0.797,4,4
with no,0.797,10,9
of your,0.794,12,11
streets,0.794,12,9
made for,0.794,7,5
letting,0.794,6,5
mountain,0.794,5,5
be like,0.793,6,6
in with,0.793,3,3
cigarette,0.793,5,3
the young,0.793,7,6
pushing,0.793,3,3
young man,0.793,8,8
ghost,0.793,4,6
love that,0.793,6,6
of cinema,0.793,13,12
focused,0.793,6,6
for each,0.793,3,3
india,0.79,3,4
understands,0.79,4,4
